user,game,purchase,play_time
54293428,The Settlers 7 Paths to a Kingdom - Gold Edition,1.0,6.8
54293428,Sid Meier's Civilization III Complete,1.0,5.9
54293428,Galactic Civilizations II Ultimate Edition,1.0,5.6
54293428,The Binding of Isaac,1.0,5.6
54293428,Metro 2033 Redux,1.0,4.1
54293428,Sid Meier's Civilization Beyond Earth,1.0,3.8
54293428,Age of Empires II HD Edition,1.0,3.6
54293428,Spelunky,1.0,2.3
54293428,The Elder Scrolls IV Oblivion ,1.0,2.2
54293428,X-COM Apocalypse,1.0,1.7
54293428,Age of Mythology Extended Edition,1.0,1.6
54293428,Patrician III,1.0,1.5
54293428,The Guild II,1.0,1.1
54293428,Light of Altair,1.0,1.0
54293428,Killing Floor,1.0,0.9
54293428,Sunless Sea,1.0,0.8
54293428,Mass Effect 2,1.0,0.5
54293428,PAC-MAN Championship Edition DX+,1.0,0.4
54293428,Age of Empires III Complete Collection,1.0,0.4
54293428,Fallout,1.0,0.3
54293428,Patrician IV Steam Special Edition,1.0,0.2
54293428,Fallout 4,1.0,0.2
54293428,Arma 2,1.0,0.1
282349848,Ragnarok,1.0,0.2
123397302,Dota 2,1.0,89.0
123397302,Counter-Strike Global Offensive,1.0,39.0
123397302,Team Fortress 2,1.0,0.5
267633580,Garry's Mod,1.0,642.0
267633580,Team Fortress 2,1.0,1.1
182076616,Dota 2,1.0,84.0
297771244,Dota 2,1.0,2.6
192245266,STORM Frontline Nation,1.0,465.0
222134637,Running Shadow,1.0,0.3
222134637,Unturned,1.0,0.2
123325040,Counter-Strike,1.0,70.0
123325040,Team Fortress 2,1.0,0.9
123325040,Counter-Strike Condition Zero,1.0,0.8
123325040,Day of Defeat,1.0,0.1
121535800,Counter-Strike Source,1.0,6.4
188641919,Dota 2,1.0,1.3
110268888,Team Fortress 2,1.0,0.2
171383863,Dota 2,1.0,2402.0
171383863,Left 4 Dead 2,1.0,31.0
171383863,Counter-Strike Global Offensive,1.0,24.0
171383863,HuniePop,1.0,10.6
171383863,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,1.0,9.4
171383863,Aura Kingdom,1.0,8.2
171383863,Garry's Mod,1.0,6.3
171383863,Sakura Clicker,1.0,4.7
171383863,Sakura Spirit,1.0,1.1
171383863,Blacklight Retribution,1.0,1.1
171383863,Infinite Crisis,1.0,0.8
171383863,Elsword,1.0,0.8
171383863,NEKOPARA Vol. 1,1.0,0.7
171383863,Team Fortress 2,1.0,0.6
171383863,Go! Go! Nippon! ~My First Trip to Japan~,1.0,0.5
171383863,If My Heart Had Wings,1.0,0.5
171383863,Warface,1.0,0.5
171383863,Tom Clancy's Ghost Recon Phantoms - EU,1.0,0.4
171383863,NEOTOKYO,1.0,0.3
171383863,Everlasting Summer,1.0,0.1
196324436,Dota 2,1.0,8.6
188627637,Unturned,1.0,34.0
188627637,Robocraft,1.0,15.0
180800031,Dota 2,1.0,664.0
157341587,Warframe,1.0,753.0
157341587,Borderlands 2,1.0,83.0
157341587,Counter-Strike Global Offensive,1.0,72.0
157341587,Borderlands The Pre-Sequel,1.0,40.0
157341587,Tomb Raider,1.0,20.0
157341587,Tribes Ascend,1.0,19.7
157341587,FINAL FANTASY XIV A Realm Reborn,1.0,16.8
157341587,TrackMania Stadium,1.0,14.9
157341587,Defiance,1.0,14.5
157341587,BioShock,1.0,13.9
157341587,Unturned,1.0,13.2
157341587,Garry's Mod,1.0,13.0
157341587,Dota 2,1.0,12.9
157341587,Goat Simulator,1.0,8.0
157341587,DiRT 2,1.0,7.4
157341587,Overlord II,1.0,6.7
157341587,DiRT Showdown,1.0,5.8
157341587,Dishonored,1.0,3.5
157341587,Star Conflict,1.0,3.4
157341587,Tom Clancy's Ghost Recon Phantoms - NA,1.0,2.8
157341587,Clicker Heroes,1.0,2.1
157341587,Warface,1.0,1.9
157341587,Borderlands,1.0,1.8
157341587,Killing Floor,1.0,1.5
157341587,Spiral Knights,1.0,1.0
157341587,WAKFU,1.0,0.8
157341587,Cry of Fear,1.0,0.8
157341587,Team Fortress 2,1.0,0.7
157341587,sZone-Online,1.0,0.4
157341587,Forge,1.0,0.3
157341587,MicroVolts Surge,1.0,0.2
157341587,DiRT 3,1.0,0.2
157341587,BioShock 2,1.0,0.2
157341587,Copa Petrobras de Marcas,1.0,0.2
157341587,Spooky's House of Jump Scares,1.0,0.1
259263507,Dota 2,1.0,8.7
183999220,Dota 2,1.0,1.3
66939289,Counter-Strike Source,1.0,280.0
66939289,Day of Defeat Source,1.0,16.0
66939289,Half-Life 2 Deathmatch,1.0,4.0
66939289,Killing Floor,1.0,3.0
66939289,Killing Floor Mod Defence Alliance 2,1.0,1.7
66939289,Half-Life 2 Lost Coast,1.0,0.5
208470492,Dota 2,1.0,2.3
197406178,Codename CURE,1.0,64.0
197406178,No More Room in Hell,1.0,30.0
197406178,DRAGON BALL XENOVERSE,1.0,21.0
197406178,Run and Fire,1.0,8.7
197406178,Fistful of Frags,1.0,5.0
197406178,Tactical Intervention,1.0,4.4
197406178,Modular Combat,1.0,3.9
197406178,"Pirates, Vikings, & Knights II",1.0,3.1
197406178,Team Fortress 2,1.0,3.1
197406178,Nosgoth,1.0,2.7
197406178,Zombie Panic Source,1.0,2.5
197406178,Warframe,1.0,2.4
197406178,CroNix,1.0,1.8
197406178,Dead Island Epidemic,1.0,1.4
197406178,America's Army 3,1.0,0.7
197406178,Trove,1.0,0.6
197406178,Cry of Fear,1.0,0.6
197406178,Dirty Bomb,1.0,0.6
197406178,sZone-Online,1.0,0.6
197406178,Heroes & Generals,1.0,0.4
197406178,Warside,1.0,0.4
197406178,Batla,1.0,0.3
197406178,HIT,1.0,0.3
197406178,Unturned,1.0,0.1
197406178,Firefall,1.0,0.1
212758245,Dota 2,1.0,4.2
209219032,Warframe,1.0,1.2
209219032,Team Fortress 2,1.0,1.2
209219032,Unturned,1.0,0.7
209219032,Brawlhalla,1.0,0.7
113444723,Dota 2,1.0,3744.0
113444723,Insurgency Modern Infantry Combat,1.0,5.3
252978483,Dota 2,1.0,3.8
243712157,The Mighty Quest For Epic Loot,1.0,7.3
254935843,Counter-Strike Global Offensive,1.0,34.0
254935843,Tom Clancy's Ghost Recon Phantoms - EU,1.0,4.7
254935843,Team Fortress 2,1.0,4.6
254935843,AirMech,1.0,4.3
254935843,Dota 2,1.0,3.3
254935843,War Thunder,1.0,3.3
254935843,Robocraft,1.0,2.9
254935843,Unturned,1.0,2.4
254935843,Counter-Strike,1.0,2.1
254935843,HAWKEN,1.0,2.0
254935843,Block N Load,1.0,1.9
254935843,Aftermath,1.0,1.9
254935843,Trove,1.0,1.6
254935843,Clicker Heroes,1.0,1.5
254935843,Counter-Strike Condition Zero,1.0,1.5
254935843,Teeworlds,1.0,1.4
254935843,Counter-Strike Source,1.0,1.3
254935843,Weapons Genius,1.0,1.1
254935843,Counter-Strike Nexon Zombies,1.0,1.1
254935843,Counter-Strike Condition Zero Deleted Scenes,1.0,0.2
271047352,Dota 2,1.0,3.2
224998865,Grand Theft Auto V,1.0,158.0
224998865,Ultimate Tic-Tac-Toe,1.0,0.2
92025878,The Elder Scrolls V Skyrim,1.0,229.0
92025878,Supreme Commander,1.0,54.0
92025878,Dishonored,1.0,35.0
92025878,Supreme Commander Forged Alliance,1.0,35.0
92025878,Total War SHOGUN 2,1.0,7.5
92025878,Sniper Ghost Warrior 2,1.0,2.2
92025878,Endless Space,1.0,0.5
92025878,The Evil Within,1.0,0.4
107652130,Team Fortress 2,1.0,0.1
193811490,Dota 2,1.0,1.1
141408990,Grand Theft Auto V,1.0,47.0
141408990,Dota 2,1.0,8.1
64060101,Dota 2,1.0,3539.0
64060101,Call of Duty Black Ops II - Multiplayer,1.0,49.0
64060101,Left 4 Dead 2,1.0,29.0
64060101,Call of Duty Black Ops II,1.0,8.1
64060101,Natural Selection 2,1.0,0.6
64060101,Call of Duty Black Ops II - Zombies,1.0,0.2
171252939,Garry's Mod,1.0,36.0
171252939,Warframe,1.0,18.3
171252939,Guns of Icarus Online,1.0,13.3
171252939,DayZ,1.0,4.7
171252939,Team Fortress 2,1.0,3.3
171252939,Moonbase Alpha,1.0,1.2
171252939,Sakura Clicker,1.0,0.9
171252939,Damned,1.0,0.2
208061820,Call of Juarez The Cartel,1.0,11.9
208061820,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,1.0,7.9
208061820,Team Fortress 2,1.0,2.6
208061820,Disney Infinity 3.0 Play Without Limits,1.0,0.9
208061820,Killer is Dead,1.0,0.6
90672622,Sid Meier's Civilization V,1.0,1367.0
90672622,Crusader Kings II,1.0,678.0
90672622,Omerta - City of Gangsters,1.0,58.0
90672622,Far Cry 3,1.0,56.0
90672622,The Sims(TM) 3,1.0,39.0
90672622,Europa Universalis IV,1.0,1.9
90672622,Team Fortress 2,1.0,1.5
177457582,Dota 2,1.0,154.0
129525006,Dota 2,1.0,0.5
97291615,Sid Meier's Civilization V,1.0,506.0
186642906,Garry's Mod,1.0,31.0
186642906,Neverwinter,1.0,11.9
186642906,Back to Dinosaur Island ,1.0,9.8
186642906,Heroes & Generals,1.0,8.8
186642906,Fallout New Vegas,1.0,5.6
186642906,Surgeon Simulator,1.0,5.0
186642906,Warface,1.0,3.1
186642906,Aftermath,1.0,2.7
186642906,Orcs Must Die!,1.0,2.4
186642906,No More Room in Hell,1.0,2.4
186642906,Unturned,1.0,2.1
186642906,Goat Simulator,1.0,1.3
186642906,Rocket League,1.0,1.3
186642906,Outlast,1.0,0.9
186642906,Murder Miners,1.0,0.6
186642906,Shadow Warrior Classic (1997),1.0,0.2
186642906,Moonbase Alpha,1.0,0.2
186642906,Revolution Ace,1.0,0.1
99723205,Counter-Strike Global Offensive,1.0,67.0
99723205,Arma 2 Operation Arrowhead,1.0,46.0
99723205,Counter-Strike Source,1.0,25.0
99723205,Team Fortress 2,1.0,14.6
99723205,Garry's Mod,1.0,13.5
99723205,Grand Theft Auto V,1.0,11.9
99723205,The Elder Scrolls V Skyrim,1.0,9.2
99723205,Far Cry 3,1.0,8.5
99723205,Far Cry 4,1.0,8.1
99723205,Arma 3,1.0,7.4
99723205,Insurgency,1.0,6.6
99723205,Borderlands 2,1.0,4.7
99723205,Rising Storm/Red Orchestra 2 Multiplayer,1.0,4.0
99723205,DayZ,1.0,3.0
99723205,Batman Arkham Origins,1.0,2.4
99723205,Battlefield Bad Company 2,1.0,2.4
99723205,Call of Duty Advanced Warfare - Multiplayer,1.0,2.3
99723205,Arma 2,1.0,1.6
99723205,Dota 2,1.0,1.0
99723205,Mirror's Edge,1.0,0.9
99723205,Sid Meier's Civilization V,1.0,0.1
257108952,Counter-Strike Global Offensive,1.0,18.3
257108952,Team Fortress 2,1.0,0.8
76856277,Sid Meier's Civilization V,1.0,0.6
113771004,Dota 2,1.0,18.9
113771004,Team Fortress 2,1.0,1.1
136866564,Call of Duty Black Ops II - Multiplayer,1.0,74.0
136866564,The Elder Scrolls V Skyrim,1.0,48.0
136866564,Batman Arkham Origins,1.0,18.3
136866564,NBA 2K13,1.0,10.2
136866564,Call of Duty Black Ops II - Zombies,1.0,7.7
136866564,Hitman Absolution,1.0,5.5
136866564,BioShock Infinite,1.0,4.6
136866564,Thief,1.0,4.1
136866564,Injustice Gods Among Us Ultimate Edition,1.0,3.5
136866564,Warface,1.0,2.2
136866564,Dota 2,1.0,0.1
181212,Counter-Strike,1.0,1.8
181212,Half-Life 2 Lost Coast,1.0,0.4
251123935,Dota 2,1.0,11.1
246949212,Dota 2,1.0,24.0
106746754,Deus Ex Human Revolution,1.0,0.4
106216084,Infestation Survivor Stories,1.0,3.0
86239250,Team Fortress 2,1.0,2.7
44147477,Football Manager 2009,1.0,198.0
307597897,Dota 2,1.0,1.1
138115430,Counter-Strike Global Offensive,1.0,1498.0
138115430,Burnout Paradise The Ultimate Box,1.0,12.9
138115430,Team Fortress 2,1.0,1.7
138115430,PAYDAY 2,1.0,1.1
182984820,Dota 2,1.0,0.3
121352371,Dota 2,1.0,2442.0
53778883,Red Orchestra Ostfront 41-45,1.0,15.2
105384518,Space Engineers,1.0,323.0
105384518,Kenshi,1.0,266.0
105384518,Kerbal Space Program,1.0,238.0
105384518,X Rebirth,1.0,236.0
105384518,The Elder Scrolls V Skyrim,1.0,168.0
105384518,Spore Galactic Adventures,1.0,94.0
105384518,Project Zomboid,1.0,78.0
105384518,EverQuest II,1.0,67.0
105384518,State of Decay,1.0,51.0
105384518,Survivalist,1.0,48.0
105384518,Godus,1.0,40.0
105384518,Planetary Annihilation,1.0,36.0
105384518,Endless Space,1.0,30.0
105384518,Life is Feudal Your Own,1.0,29.0
105384518,Skyscraper Simulator,1.0,27.0
105384518,Supreme Commander 2,1.0,23.0
105384518,Metro 2033,1.0,21.0
105384518,Homeworld Remastered Collection,1.0,19.0
105384518,Mafia II,1.0,18.9
105384518,X3 Terran Conflict,1.0,18.5
105384518,This War of Mine,1.0,16.7
105384518,Wargame European Escalation,1.0,14.8
105384518,Defiance,1.0,13.6
105384518,PAYDAY 2,1.0,13.0
105384518,Salvation Prophecy,1.0,11.5
105384518,Starpoint Gemini 2,1.0,11.1
105384518,Take On Mars,1.0,10.2
105384518,Metro Last Light,1.0,9.9
105384518,Gratuitous Space Battles,1.0,8.7
105384518,Eden Star  Destroy - Build - Protect,1.0,8.6
105384518,BeamNG.drive,1.0,7.9
105384518,Deus Ex Human Revolution - Director's Cut,1.0,7.6
105384518,Automation - The Car Company Tycoon Game,1.0,6.9
105384518,DayZ,1.0,6.9
105384518,Stranded Deep,1.0,6.5
105384518,Unturned,1.0,6.3
105384518,Banished,1.0,6.1
105384518,Maia,1.0,5.7
105384518,Lunar Flight,1.0,5.5
105384518,Vampire The Masquerade - Bloodlines,1.0,5.5
105384518,PlanetSide 2,1.0,4.9
105384518,BioShock Infinite,1.0,4.8
105384518,Mars Colony Challenger,1.0,4.8
105384518,The Stanley Parable,1.0,4.6
105384518,Car Mechanic Simulator 2014,1.0,4.2
105384518,7 Days to Die,1.0,4.0
105384518,Hitman 2 Silent Assassin,1.0,3.2
105384518,Far Cry 3,1.0,3.2
105384518,Universe Sandbox ,1.0,2.6
105384518,How to Survive,1.0,2.6
105384518,Aliens vs. Predator,1.0,2.5
105384518,Kinetic Void,1.0,2.2
105384518,The Fifth Day,1.0,2.1
105384518,Car Mechanic Simulator 2015,1.0,2.1
105384518,StarForge,1.0,1.9
105384518,Empyrion - Galactic Survival,1.0,1.7
105384518,The Dead Linger,1.0,1.6
105384518,No More Room in Hell,1.0,1.6
105384518,Cry of Fear,1.0,1.2
105384518,Outlast,1.0,1.0
105384518,Day One Garry's Incident,1.0,1.0
105384518,Besiege,1.0,1.0
105384518,Mars War Logs,1.0,1.0
105384518,Ravaged Zombie Apocalypse,1.0,0.5
105384518,Hard Reset,1.0,0.4
105384518,Toribash,1.0,0.3
105384518,Sins of a Solar Empire Rebellion,1.0,0.3
105384518,Proteus,1.0,0.1
105384518,Spore,1.0,0.1
36546868,Space Engineers,1.0,819.0
36546868,Team Fortress 2,1.0,374.0
36546868,Left 4 Dead,1.0,270.0
36546868,Sid Meier's Civilization V,1.0,134.0
36546868,Global Agenda,1.0,97.0
36546868,Borderlands,1.0,87.0
36546868,Grand Theft Auto IV,1.0,85.0
36546868,Battlefield Bad Company 2,1.0,84.0
36546868,Grand Theft Auto V,1.0,73.0
36546868,"Warhammer 40,000 Dawn of War II",1.0,69.0
36546868,Guns of Icarus Online,1.0,52.0
36546868,Star Wars Knights of the Old Republic,1.0,52.0
36546868,Arma 2 Operation Arrowhead,1.0,51.0
36546868,Killing Floor,1.0,42.0
36546868,DayZ,1.0,41.0
36546868,Left 4 Dead 2,1.0,35.0
36546868,The Walking Dead,1.0,35.0
36546868,Tom Clancy's Splinter Cell Conviction,1.0,34.0
36546868,Portal 2,1.0,30.0
36546868,Rayman Legends,1.0,29.0
36546868,Street Fighter IV,1.0,27.0
36546868,FTL Faster Than Light,1.0,25.0
36546868,Rayman Origins,1.0,25.0
36546868,"Warhammer 40,000 Dawn of War  Soulstorm",1.0,23.0
36546868,Magicka,1.0,21.0
36546868,Worms Reloaded,1.0,20.0
36546868,Chivalry Medieval Warfare,1.0,19.8
36546868,Ultra Street Fighter IV,1.0,18.1
36546868,Depth,1.0,17.9
36546868,EVE Online,1.0,14.7
36546868,Counter-Strike Global Offensive,1.0,14.2
36546868,Trine 2,1.0,13.9
36546868,Spore Galactic Adventures,1.0,13.9
36546868,Unreal Tournament 3 Black Edition,1.0,13.5
36546868,BIT.TRIP RUNNER,1.0,13.1
36546868,Sonic & All-Stars Racing Transformed,1.0,12.7
36546868,Braid,1.0,11.7
36546868,Injustice Gods Among Us Ultimate Edition,1.0,11.4
36546868,Empire Total War,1.0,11.1
36546868,Super Meat Boy,1.0,10.8
36546868,Mass Effect,1.0,10.8
36546868,The Walking Dead Season Two,1.0,10.5
36546868,Portal,1.0,10.3
36546868,Keep Talking and Nobody Explodes,1.0,9.6
36546868,Trine 3 The Artifacts of Power,1.0,9.4
36546868,The Elder Scrolls V Skyrim,1.0,9.3
36546868,Beat Hazard,1.0,9.2
36546868,Monday Night Combat,1.0,9.1
36546868,Resident Evil 5 / Biohazard 5,1.0,8.9
36546868,Arma 2,1.0,8.6
36546868,From Dust,1.0,8.5
36546868,Sid Meier's Civilization Beyond Earth,1.0,8.2
36546868,Bastion,1.0,7.9
36546868,Madballs in...Babo Invasion,1.0,7.7
36546868,And Yet It Moves,1.0,7.4
36546868,Project Zomboid,1.0,7.4
36546868,Shank,1.0,7.4
36546868,DRAGON BALL XENOVERSE,1.0,7.4
36546868,Terraria,1.0,6.1
36546868,F.E.A.R. 2 Project Origin,1.0,6.1
36546868,Adventures of Shuggy,1.0,5.9
36546868,Poker Night at the Inventory,1.0,5.7
36546868,Dead Island,1.0,5.6
36546868,Red Faction Guerrilla Steam Edition,1.0,5.3
36546868,Total War ROME II - Emperor Edition,1.0,5.2
36546868,PAYDAY 2,1.0,5.1
36546868,Far Cry 2,1.0,4.8
36546868,"Warhammer 40,000 Space Marine",1.0,4.7
36546868,The Amazing Spider-Man,1.0,4.4
36546868,Borderlands 2,1.0,4.1
36546868,Frozen Synapse,1.0,3.7
36546868,Saints Row The Third,1.0,3.6
36546868,LEGO MARVEL Super Heroes,1.0,3.6
36546868,The Witcher Enhanced Edition,1.0,3.5
36546868,Jurassic Park The Game,1.0,3.5
36546868,Serious Sam HD The First Encounter,1.0,3.5
36546868,Minecraft Story Mode - A Telltale Games Series,1.0,3.4
36546868,Quake Live,1.0,3.4
36546868,South Park The Stick of Truth,1.0,3.2
36546868,Batman Arkham Asylum GOTY Edition,1.0,3.2
36546868,Blur,1.0,3.2
36546868,Osmos,1.0,3.2
36546868,LIMBO,1.0,3.1
36546868,L.A. Noire,1.0,2.9
36546868,Rock of Ages,1.0,2.9
36546868,Farming Simulator 2013,1.0,2.8
36546868,F1 Race Stars,1.0,2.7
36546868,Serious Sam 3 BFE,1.0,2.6
36546868,Back to the Future Ep 1 - It's About Time,1.0,2.6
36546868,Cogs,1.0,2.5
36546868,Star Trek Online,1.0,2.4
36546868,"Warhammer 40,000 Dawn of War II  Retribution",1.0,2.4
36546868,Natural Selection 2,1.0,2.4
36546868,Duke Nukem Forever,1.0,2.4
36546868,Total War SHOGUN 2,1.0,2.3
36546868,Dota 2,1.0,2.3
36546868,Killing Floor 2,1.0,2.1
36546868,Sonic Generations,1.0,2.0
36546868,BRINK,1.0,2.0
36546868,Octodad Dadliest Catch,1.0,2.0
36546868,Castle Crashers,1.0,2.0
36546868,BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien,1.0,1.9
36546868,Strike Suit Zero,1.0,1.9
36546868,Atom Zombie Smasher ,1.0,1.9
36546868,Game of Thrones - A Telltale Games Series,1.0,1.8
36546868,Mad Max,1.0,1.8
36546868,Toki Tori,1.0,1.8
36546868,Hitman Absolution,1.0,1.8
36546868,Overlord II,1.0,1.8
36546868,Starbound,1.0,1.7
36546868,Counter-Strike Source,1.0,1.6
36546868,Deadlight,1.0,1.6
36546868,Trine,1.0,1.5
36546868,Deus Ex Human Revolution,1.0,1.5
36546868,Goat Simulator,1.0,1.5
36546868,BattleBlock Theater,1.0,1.4
36546868,Arma 3,1.0,1.4
36546868,Rust,1.0,1.4
36546868,Driver San Francisco,1.0,1.3
36546868,Infestation Survivor Stories,1.0,1.3
36546868,WARP,1.0,1.3
36546868,Garry's Mod,1.0,1.3
36546868,The Amazing Spider-Man 2,1.0,1.2
36546868,Her Story,1.0,1.2
36546868,Awesomenauts,1.0,1.1
36546868,Universe Sandbox,1.0,1.1
36546868,Grand Theft Auto San Andreas,1.0,1.1
36546868,Grand Theft Auto San Andreas,1.0,1.1
36546868,PAYDAY The Heist,1.0,1.0
36546868,Electronic Super Joy,1.0,1.0
36546868,Half-Life,1.0,1.0
36546868,Don't Starve Together Beta,1.0,1.0
36546868,VVVVVV,1.0,1.0
36546868,Tomb Raider,1.0,1.0
36546868,Blocks That Matter,1.0,0.9
36546868,Rocket League,1.0,0.9
36546868,Darksiders,1.0,0.9
36546868,Giana Sisters Twisted Dreams,1.0,0.9
36546868,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,1.0,0.8
36546868,Batman Arkham Origins,1.0,0.8
36546868,The Binding of Isaac,1.0,0.8
36546868,Synergy,1.0,0.8
36546868,7 Days to Die,1.0,0.8
36546868,X3 Terran Conflict,1.0,0.8
36546868,The Bridge,1.0,0.8
36546868,Dungeon Defenders,1.0,0.7
36546868,Bob Came in Pieces,1.0,0.7
36546868,Tom Clancy's Splinter Cell,1.0,0.7
36546868,Insurgency,1.0,0.7
36546868,Sins of a Solar Empire Rebellion,1.0,0.7
36546868,Sideway,1.0,0.6
36546868,The Beginner's Guide,1.0,0.6
36546868,Orcs Must Die!,1.0,0.6
36546868,Alien Swarm,1.0,0.6
36546868,Shank 2,1.0,0.6
36546868,Watch_Dogs,1.0,0.6
36546868,Mark of the Ninja,1.0,0.6
36546868,Darkspore,1.0,0.6
36546868,Amnesia The Dark Descent,1.0,0.6
36546868,DEFCON,1.0,0.5
36546868,Just Cause 2,1.0,0.5
36546868,Prison Architect,1.0,0.5
36546868,The Stanley Parable,1.0,0.5
36546868,Dead Rising 3,1.0,0.5
36546868,Super Monday Night Combat,1.0,0.5
36546868,Rochard,1.0,0.5
36546868,Thinking with Time Machine,1.0,0.5
36546868,Guacamelee! Gold Edition,1.0,0.4
36546868,XCOM Enemy Unknown,1.0,0.4
36546868,Starpoint Gemini 2,1.0,0.4
36546868,Planetary Annihilation,1.0,0.4
36546868,Eternal Silence,1.0,0.4
36546868,Lucidity,1.0,0.4
36546868,EDGE,1.0,0.4
36546868,GunZ 2 The Second Duel,1.0,0.4
36546868,Overlord,1.0,0.4
36546868,Shadow Warrior,1.0,0.4
36546868,DiRT 3,1.0,0.4
36546868,Dungeons of Dredmor,1.0,0.3
36546868,State of Decay,1.0,0.3
36546868,Dark Souls Prepare to Die Edition,1.0,0.3
36546868,BioShock Infinite,1.0,0.3
36546868,LEGO The Hobbit,1.0,0.3
36546868,DmC Devil May Cry,1.0,0.3
36546868,Broforce,1.0,0.3
36546868,Sam & Max 301 The Penal Zone,1.0,0.3
36546868,Shoot Many Robots,1.0,0.3
36546868,Resident Evil 6 / Biohazard 6,1.0,0.3
36546868,Q.U.B.E.,1.0,0.3
36546868,inMomentum,1.0,0.3
36546868,The Yawhg,1.0,0.3
36546868,Rush Bros,1.0,0.3
36546868,Jamestown,1.0,0.3
36546868,Dishonored,1.0,0.3
36546868,Don't Starve,1.0,0.3
36546868,FEZ,1.0,0.3
36546868,Strike Suit Infinity,1.0,0.3
36546868,Lara Croft and the Guardian of Light,1.0,0.3
36546868,BIT.TRIP BEAT,1.0,0.3
36546868,Ace of Spades,1.0,0.2
36546868,Party of Sin,1.0,0.2
36546868,Half-Life 2 Deathmatch,1.0,0.2
36546868,Nexuiz,1.0,0.2
36546868,Bully Scholarship Edition,1.0,0.2
36546868,Hero Academy,1.0,0.2
36546868,The LEGO Movie - Videogame,1.0,0.2
36546868,Child of Light,1.0,0.2
36546868,The Path,1.0,0.2
36546868,Wizorb,1.0,0.2
36546868,Pid ,1.0,0.2
36546868,Dragon Age Origins - Ultimate Edition,1.0,0.2
36546868,ibb & obb,1.0,0.2
36546868,Revenge of the Titans,1.0,0.2
36546868,Space Pirates and Zombies,1.0,0.2
36546868,Gish,1.0,0.2
36546868,Steel Storm Burning Retribution,1.0,0.2
36546868,SkyDrift,1.0,0.2
36546868,Team Fortress Classic,1.0,0.2
36546868,Spelunky,1.0,0.2
36546868,Flight Control HD,1.0,0.2
36546868,Kerbal Space Program,1.0,0.1
36546868,Transistor,1.0,0.1
36546868,Eufloria,1.0,0.1
36546868,Cave Story+,1.0,0.1
36546868,Blood Bowl Legendary Edition,1.0,0.1
36546868,Torchlight,1.0,0.1
36546868,Legend of Dungeon,1.0,0.1
36546868,Aquaria,1.0,0.1
36546868,Jazzpunk,1.0,0.1
36546868,Medieval Engineers,1.0,0.1
36546868,Bunch Of Heroes,1.0,0.1
36546868,Assault Android Cactus,1.0,0.1
36546868,Spore,1.0,0.1
36546868,Crayon Physics Deluxe,1.0,0.1
36546868,Another World,1.0,0.1
36546868,Dear Esther,1.0,0.1
133234931,Team Fortress 2,1.0,173.0
133234931,Dota 2,1.0,132.0
133234931,Terraria,1.0,14.5
133234931,Marvel Heroes 2015,1.0,1.8
133234931,Gotham City Impostors Free To Play,1.0,1.0
277339358,Dota 2,1.0,0.1
204543155,Dota 2,1.0,7.5
231310711,Dota 2,1.0,1.8
104635003,Dota 2,1.0,964.0
104635003,War Thunder,1.0,93.0
173433898,Dead Island Epidemic,1.0,1.2
223181037,Quake Live,1.0,0.8
223181037,Dota 2,1.0,0.7
223181037,Team Fortress 2,1.0,0.3
146355606,Team Fortress 2,1.0,16.6
261670300,Dota 2,1.0,1.6
170057163,Dota 2,1.0,21.0
171916530,South Park The Stick of Truth,1.0,21.0
238451023,No More Room in Hell,1.0,10.1
170382539,Warframe,1.0,286.0
170382539,Sid Meier's Civilization V,1.0,38.0
170382539,Left 4 Dead 2,1.0,30.0
170382539,Sid Meier's Starships,1.0,26.0
170382539,Karos Returns,1.0,3.6
170382539,Left 4 Dead,1.0,2.9
170382539,PAYDAY The Heist,1.0,1.6
170382539,Dead Island Riptide,1.0,0.6
170382539,PAYDAY 2,1.0,0.2
170382539,PlanetSide 2,1.0,0.1
170382539,Nosgoth,1.0,0.1
170382539,War Thunder,1.0,0.1
170382539,Loadout,1.0,0.1
149368095,Team Fortress 2,1.0,149.0
37396841,Half-Life 2,1.0,14.9
237724900,Rust,1.0,77.0
102927775,The Binding of Isaac Rebirth,1.0,122.0
102927775,The Binding of Isaac,1.0,66.0
102927775,Garry's Mod,1.0,63.0
102927775,Left 4 Dead 2,1.0,37.0
102927775,Team Fortress 2,1.0,27.0
102927775,Counter-Strike Global Offensive,1.0,11.6
102927775,Portal 2,1.0,10.2
102927775,Unturned,1.0,8.5
102927775,PAYDAY The Heist,1.0,7.1
102927775,Castle Crashers,1.0,6.4
102927775,Grand Theft Auto IV,1.0,5.9
102927775,Terraria,1.0,3.9
102927775,Counter-Strike Source,1.0,3.5
102927775,Dota 2,1.0,3.3
102927775,No More Room in Hell,1.0,1.1
102927775,Killing Floor,1.0,0.2
102927775,BLOCKADE 3D,1.0,0.2
102927775,8BitMMO,1.0,0.1
175044682,Counter-Strike Global Offensive,1.0,80.0
156506614,Rocksmith 2014,1.0,3.7
296371285,Dota 2,1.0,41.0
172623126,Dota 2,1.0,0.5
186863874,Dota 2,1.0,0.5
129019336,Farming Simulator 2013,1.0,548.0
283326616,War Thunder,1.0,1.2
